name,form,unique_name,ndex,galar_dex,ioa_dex,ct_dex,paldea_dex,tm_dex,type1,type2,hp,atk,def,spa,spd,spe,egg_group1,egg_group2,gender_ratio,ability1,ability2,hidden_ability,egg_cycles,url
Crustle,,crustle,558,87,123,,,,Bug,Rock,70,105,125,65,75,45,Bug,Mineral,Equal,Sturdy,Shell Armor,Weak Armor,20,https://pokemondb.net/pokedex/crustle
Scraggy,,scraggy,559,224,161,,,,Dark,Fighting,50,75,70,35,70,48,Dragon,Field,Equal,Shed Skin,Moxie,Intimidate,15,https://pokemondb.net/pokedex/scraggy
Scrafty,,scrafty,560,225,162,,,,Dark,Fighting,65,90,115,45,115,58,Dragon,Field,Equal,Shed Skin,Moxie,Intimidate,15,https://pokemondb.net/pokedex/scrafty
Sigilyph,,sigilyph,561,297,,,,,Psychic,Flying,72,58,80,103,80,97,Flying,,Equal,Wonder Skin,Magic Guard,Tinted Lens,20,https://pokemondb.net/pokedex/sigilyph
Yamask,,yamask,562,327,,,,,Ghost,,38,30,85,55,65,30,Amorphous,Mineral,Equal,Mummy,,,25,https://pokemondb.net/pokedex/yamask
Yamask,Galarian Yamask,yamask-galar,562,327,,,,,Ground,Ghost,38,55,85,30,65,30,Amorphous,Mineral,Equal,Wandering Spirit,,,25,https://pokemondb.net/pokedex/yamask
Cofagrigus,,cofagrigus,563,329,,,,,Ghost,,58,50,145,95,105,30,Amorphous,Mineral,Equal,Mummy,,,25,https://pokemondb.net/pokedex/cofagrigus
Tirtouga,,tirtouga,564,,,147,,,Water,Rock,54,78,103,53,45,22,Water 1,Water 3,Male 7:1,Solid Rock,Sturdy,Swift Swim,30,https://pokemondb.net/pokedex/tirtouga
Carracosta,,carracosta,565,,,148,,,Water,Rock,74,108,133,83,65,32,Water 1,Water 3,Male 7:1,Solid Rock,Sturdy,Swift Swim,30,https://pokemondb.net/pokedex/carracosta
Archen,,archen,566,,,149,,,Rock,Flying,55,112,45,74,45,70,Flying,Water 3,Male 7:1,Defeatist,,,30,https://pokemondb.net/pokedex/archen
Archeops,,archeops,567,,,150,,,Rock,Flying,75,140,65,112,65,110,Flying,Water 3,Male 7:1,Defeatist,,,30,https://pokemondb.net/pokedex/archeops
Trubbish,,trubbish,568,157,,,,,Poison,,50,50,62,40,62,65,Mineral,,Equal,Stench,Sticky Hold,Aftermath,20,https://pokemondb.net/pokedex/trubbish
Garbodor,,garbodor,569,158,,,,,Poison,,80,95,82,60,82,75,Mineral,,Equal,Stench,Weak Armor,Aftermath,20,https://pokemondb.net/pokedex/garbodor
Zorua,,zorua,570,,87,,228,,Dark,,40,65,40,80,40,65,Field,,Male 7:1,Illusion,,,25,https://pokemondb.net/pokedex/zorua
Zorua,Hisuian Zorua,zorua-hisui,570,,87,,228,,Normal,Ghost,35,60,40,85,40,70,Field,,Male 7:1,Illusion,,,25,https://pokemondb.net/pokedex/zorua
Zoroark,,zoroark,571,,88,,229,,Dark,,60,105,60,120,60,105,Field,,Male 7:1,Illusion,,,20,https://pokemondb.net/pokedex/zoroark
Zoroark,Hisuian Zoroark,zoroark-hisui,571,,88,,229,,Normal,Ghost,55,100,60,125,60,110,Field,,Male 7:1,Illusion,,,20,https://pokemondb.net/pokedex/zoroark
Minccino,,minccino,572,50,,,,,Normal,,55,50,40,40,40,75,Field,,Female 3:1,Cute Charm,Technician,Skill Link,15,https://pokemondb.net/pokedex/minccino
Cinccino,,cinccino,573,51,,,,,Normal,,75,95,60,65,60,115,Field,,Female 3:1,Cute Charm,Technician,Skill Link,15,https://pokemondb.net/pokedex/cinccino
Gothita,,gothita,574,267,,51,234,,Psychic,,45,30,50,55,65,45,Human-Like,,Female 3:1,Frisk,Competitive,Shadow Tag,20,https://pokemondb.net/pokedex/gothita
Gothorita,,gothorita,575,268,,52,235,,Psychic,,60,45,70,75,85,55,Human-Like,,Female 3:1,Frisk,Competitive,Shadow Tag,20,https://pokemondb.net/pokedex/gothorita
Gothitelle,,gothitelle,576,269,,53,236,,Psychic,,70,55,95,95,110,65,Human-Like,,Female 3:1,Frisk,Competitive,Shadow Tag,20,https://pokemondb.net/pokedex/gothitelle
Solosis,,solosis,577,270,,54,,,Psychic,,45,30,40,105,50,20,Amorphous,,Equal,Overcoat,Magic Guard,Regenerator,20,https://pokemondb.net/pokedex/solosis
Duosion,,duosion,578,271,,55,,,Psychic,,65,40,50,125,60,30,Amorphous,,Equal,Overcoat,Magic Guard,Regenerator,20,https://pokemondb.net/pokedex/duosion
Reuniclus,,reuniclus,579,272,,56,,,Psychic,,110,65,75,125,85,30,Amorphous,,Equal,Overcoat,Magic Guard,Regenerator,20,https://pokemondb.net/pokedex/reuniclus
Ducklett,,ducklett,580,,,,,181,Water,Flying,62,44,50,44,50,55,Flying,Water 1,Equal,Keen Eye,Big Pecks,Hydration,20,https://pokemondb.net/pokedex/ducklett
Swanna,,swanna,581,,,,,182,Water,Flying,75,87,63,87,63,98,Flying,Water 1,Equal,Keen Eye,Big Pecks,Hydration,20,https://pokemondb.net/pokedex/swanna
Vanillite,,vanillite,582,72,,22,,,Ice,,36,50,50,65,60,44,Mineral,,Equal,Ice Body,Snow Cloak,Weak Armor,20,https://pokemondb.net/pokedex/vanillite
Vanillish,,vanillish,583,73,,23,,,Ice,,51,65,65,80,75,59,Mineral,,Equal,Ice Body,Snow Cloak,Weak Armor,20,https://pokemondb.net/pokedex/vanillish
Vanilluxe,,vanilluxe,584,74,,24,,,Ice,,71,95,85,110,95,79,Mineral,,Equal,Ice Body,Snow Warning,Weak Armor,20,https://pokemondb.net/pokedex/vanilluxe
Deerling,,deerling,585,,,,190,,Normal,Grass,60,60,50,40,50,75,Field,,Equal,Chlorophyll,Sap Sipper,Serene Grace,20,https://pokemondb.net/pokedex/deerling
Sawsbuck,,sawsbuck,586,,,,191,,Normal,Grass,80,100,70,60,70,95,Field,,Equal,Chlorophyll,Sap Sipper,Serene Grace,20,https://pokemondb.net/pokedex/sawsbuck
Emolga,,emolga,587,,102,,,,Electric,Flying,55,75,60,75,60,103,Field,,Equal,Static,,Motor Drive,20,https://pokemondb.net/pokedex/emolga
Karrablast,,karrablast,588,273,66,95,,,Bug,,50,75,45,40,45,60,Bug,,Equal,Swarm,Shed Skin,No Guard,15,https://pokemondb.net/pokedex/karrablast
Escavalier,,escavalier,589,274,67,96,,,Bug,Steel,70,135,105,60,105,20,Bug,,Equal,Swarm,Shell Armor,Overcoat,15,https://pokemondb.net/pokedex/escavalier
Foongus,,foongus,590,,77,,205,,Grass,Poison,69,55,45,55,55,15,Grass,,Equal,Effect Spore,,Regenerator,20,https://pokemondb.net/pokedex/foongus
Amoonguss,,amoonguss,591,,78,,206,,Grass,Poison,114,85,70,85,80,30,Grass,,Equal,Effect Spore,,Regenerator,20,https://pokemondb.net/pokedex/amoonguss
Frillish,,frillish,592,305,192,,,,Water,Ghost,55,40,50,65,85,40,Amorphous,,Equal,Water Absorb,Cursed Body,Damp,20,https://pokemondb.net/pokedex/frillish
Jellicent,,jellicent,593,306,193,,,,Water,Ghost,100,60,70,85,105,60,Amorphous,,Equal,Water Absorb,Cursed Body,Damp,20,https://pokemondb.net/pokedex/jellicent
Alomomola,,alomomola,594,,,,336,,Water,,165,75,80,40,45,65,Water 1,Water 2,Equal,Healer,Hydration,Regenerator,40,https://pokemondb.net/pokedex/alomomola
Joltik,,joltik,595,64,,93,,,Bug,Electric,50,47,50,57,50,65,Bug,,Equal,Compound Eyes,Unnerve,Swarm,20,https://pokemondb.net/pokedex/joltik
Galvantula,,galvantula,596,65,,94,,,Bug,Electric,70,77,60,97,60,108,Bug,,Equal,Compound Eyes,Unnerve,Swarm,20,https://pokemondb.net/pokedex/galvantula
Ferroseed,,ferroseed,597,189,,179,,,Grass,Steel,44,50,91,24,86,10,Grass,Mineral,Equal,Iron Barbs,,,20,https://pokemondb.net/pokedex/ferroseed
Ferrothorn,,ferrothorn,598,190,,180,,,Grass,Steel,74,94,131,54,116,20,Grass,Mineral,Equal,Iron Barbs,,Anticipation,20,https://pokemondb.net/pokedex/ferrothorn
Klink,,klink,599,113,,,,,Steel,,40,55,70,45,60,30,Mineral,,Genderless,Plus,Minus,Clear Body,20,https://pokemondb.net/pokedex/klink
Klang,,klang,600,114,,,,,Steel,,60,80,95,70,85,50,Mineral,,Genderless,Plus,Minus,Clear Body,20,https://pokemondb.net/pokedex/klang
Klinklang,,klinklang,601,115,,,,,Steel,,60,100,115,70,85,90,Mineral,,Genderless,Plus,Minus,Clear Body,20,https://pokemondb.net/pokedex/klinklang
Tynamo,,tynamo,602,,,,341,175,Electric,,35,55,40,45,40,60,Amorphous,,Equal,Levitate,,,20,https://pokemondb.net/pokedex/tynamo
Eelektrik,,eelektrik,603,,,,342,176,Electric,,65,85,70,75,70,40,Amorphous,,Equal,Levitate,,,20,https://pokemondb.net/pokedex/eelektrik
Eelektross,,eelektross,604,,,,343,177,Electric,,85,115,80,105,80,50,Amorphous,,Equal,Levitate,,,20,https://pokemondb.net/pokedex/eelektross
Elgyem,,elgyem,605,277,,,,,Psychic,,55,55,55,85,55,30,Human-Like,,Equal,Telepathy,Synchronize,Analytic,20,https://pokemondb.net/pokedex/elgyem
Beheeyem,,beheeyem,606,278,,,,,Psychic,,75,75,75,125,95,40,Human-Like,,Equal,Telepathy,Synchronize,Analytic,20,https://pokemondb.net/pokedex/beheeyem
Litwick,,litwick,607,287,,48,,146,Ghost,Fire,50,30,55,65,55,20,Amorphous,,Equal,Flash Fire,Flame Body,Infiltrator,20,https://pokemondb.net/pokedex/litwick
Lampent,,lampent,608,288,,49,,147,Ghost,Fire,60,40,60,95,60,55,Amorphous,,Equal,Flash Fire,Flame Body,Infiltrator,20,https://pokemondb.net/pokedex/lampent
Chandelure,,chandelure,609,289,,50,,148,Ghost,Fire,60,55,90,145,90,80,Amorphous,,Equal,Flash Fire,Flame Body,Infiltrator,20,https://pokemondb.net/pokedex/chandelure
Axew,,axew,610,324,,,155,,Dragon,,46,87,60,30,40,57,Dragon,Monster,Equal,Rivalry,Mold Breaker,Unnerve,40,https://pokemondb.net/pokedex/axew
Fraxure,,fraxure,611,325,,,156,,Dragon,,66,117,70,40,50,67,Dragon,Monster,Equal,Rivalry,Mold Breaker,Unnerve,40,https://pokemondb.net/pokedex/fraxure
Haxorus,,haxorus,612,326,,,157,,Dragon,,76,147,90,60,70,97,Dragon,Monster,Equal,Rivalry,Mold Breaker,Unnerve,40,https://pokemondb.net/pokedex/haxorus
Cubchoo,,cubchoo,613,279,,121,355,,Ice,,55,70,40,60,40,40,Field,,Equal,Snow Cloak,Slush Rush,Rattled,20,https://pokemondb.net/pokedex/cubchoo
Beartic,,beartic,614,280,,122,356,,Ice,,95,130,80,70,80,50,Field,,Equal,Snow Cloak,Slush Rush,Swift Swim,20,https://pokemondb.net/pokedex/beartic
Cryogonal,,cryogonal,615,,,30,360,,Ice,,80,50,50,95,135,105,Mineral,,Genderless,Levitate,,,25,https://pokemondb.net/pokedex/cryogonal
Shelmet,,shelmet,616,275,64,97,,,Bug,,50,40,85,40,65,25,Bug,,Equal,Hydration,Shell Armor,Overcoat,15,https://pokemondb.net/pokedex/shelmet
Accelgor,,accelgor,617,276,65,98,,,Bug,,80,70,40,100,60,145,Bug,,Equal,Hydration,Sticky Hold,Unburden,15,https://pokemondb.net/pokedex/accelgor
Stunfisk,,stunfisk,618,226,,,,,Ground,Electric,109,66,84,81,99,32,Amorphous,Water 1,Equal,Static,Limber,Sand Veil,20,https://pokemondb.net/pokedex/stunfisk
Stunfisk,Galarian Stunfisk,stunfisk-galar,618,226,,,,,Ground,Steel,109,81,99,66,84,32,Amorphous,Water 1,Equal,Mimicry,,,20,https://pokemondb.net/pokedex/stunfisk
Mienfoo,,mienfoo,619,,163,,,137,Fighting,,45,85,50,55,50,65,Field,Human-Like,Equal,Inner Focus,Regenerator,Reckless,25,https://pokemondb.net/pokedex/mienfoo
Mienshao,,mienshao,620,,164,,,138,Fighting,,65,125,60,95,60,105,Field,Human-Like,Equal,Inner Focus,Regenerator,Reckless,25,https://pokemondb.net/pokedex/mienshao
Druddigon,,druddigon,621,,63,119,,,Dragon,,77,120,90,60,90,48,Dragon,Monster,Equal,Rough Skin,Sheer Force,Mold Breaker,30,https://pokemondb.net/pokedex/druddigon
Golett,,golett,622,88,,153,,,Ground,Ghost,59,74,50,35,50,35,Mineral,,Genderless,Iron Fist,Klutz,No Guard,25,https://pokemondb.net/pokedex/golett
Golurk,,golurk,623,89,,154,,,Ground,Ghost,89,124,80,55,80,55,Mineral,,Genderless,Iron Fist,Klutz,No Guard,25,https://pokemondb.net/pokedex/golurk
Pawniard,,pawniard,624,246,29,,367,186,Dark,Steel,45,85,70,40,40,60,Human-Like,,Equal,Defiant,Inner Focus,Pressure,20,https://pokemondb.net/pokedex/pawniard
Bisharp,,bisharp,625,247,30,,368,187,Dark,Steel,65,125,100,60,70,70,Human-Like,,Equal,Defiant,Inner Focus,Pressure,20,https://pokemondb.net/pokedex/bisharp
Bouffalant,,bouffalant,626,,53,,,,Normal,,95,110,95,40,95,55,Field,,Equal,Reckless,Sap Sipper,Soundproof,20,https://pokemondb.net/pokedex/bouffalant
Rufflet,,rufflet,627,281,179,,365,,Normal,Flying,70,83,50,37,50,60,Flying,,Male only,Keen Eye,Sheer Force,Hustle,20,https://pokemondb.net/pokedex/rufflet
Braviary,,braviary,628,282,180,,366,,Normal,Flying,100,123,75,57,75,80,Flying,,Male only,Keen Eye,Sheer Force,Defiant,20,https://pokemondb.net/pokedex/braviary
Braviary,Hisuian Braviary,braviary-hisui,628,282,180,,366,,Psychic,Flying,110,83,70,112,70,65,Flying,,Male only,Keen Eye,Sheer Force,Tinted Lens,20,https://pokemondb.net/pokedex/braviary
Vullaby,,vullaby,629,283,181,,,127,Dark,Flying,70,55,75,45,65,60,Flying,,Female only,Big Pecks,Overcoat,Weak Armor,20,https://pokemondb.net/pokedex/vullaby
Mandibuzz,,mandibuzz,630,284,182,,,128,Dark,Flying,110,65,105,55,95,80,Flying,,Female only,Big Pecks,Overcoat,Weak Armor,20,https://pokemondb.net/pokedex/mandibuzz
Heatmor,,heatmor,631,317,,102,,,Fire,,85,97,66,105,66,65,Field,,Equal,Gluttony,Flash Fire,White Smoke,20,https://pokemondb.net/pokedex/heatmor
Durant,,durant,632,316,,101,,,Bug,Steel,58,109,112,48,48,109,Bug,,Equal,Swarm,Hustle,Truant,20,https://pokemondb.net/pokedex/durant
Deino,,deino,633,386,,136,370,,Dark,Dragon,52,65,50,45,50,38,Dragon,,Equal,Hustle,,,40,https://pokemondb.net/pokedex/deino
Zweilous,,zweilous,634,387,,137,371,,Dark,Dragon,72,85,70,65,70,58,Dragon,,Equal,Hustle,,,40,https://pokemondb.net/pokedex/zweilous
Hydreigon,,hydreigon,635,388,,138,372,,Dark,Dragon,92,105,90,125,90,98,Dragon,,Equal,Levitate,,,40,https://pokemondb.net/pokedex/hydreigon
Larvesta,,larvesta,636,,186,,274,,Bug,Fire,55,85,55,50,55,60,Bug,,Equal,Flame Body,,Swarm,40,https://pokemondb.net/pokedex/larvesta
Volcarona,,volcarona,637,,187,,275,,Bug,Fire,85,60,65,135,105,100,Bug,,Equal,Flame Body,,Swarm,40,https://pokemondb.net/pokedex/volcarona
Cobalion,,cobalion,638,,,205,,,Steel,Fighting,91,90,129,90,72,108,Undiscovered,,Genderless,Justified,,,80,https://pokemondb.net/pokedex/cobalion
Terrakion,,terrakion,639,,,206,,,Rock,Fighting,91,129,90,72,90,108,Undiscovered,,Genderless,Justified,,,80,https://pokemondb.net/pokedex/terrakion
Virizion,,virizion,640,,,207,,,Grass,Fighting,91,90,72,90,129,108,Undiscovered,,Genderless,Justified,,,80,https://pokemondb.net/pokedex/virizion
Tornadus,Incarnate Forme,tornadus-incarnate,641,,,,,,Flying,,79,115,70,125,80,111,Undiscovered,,Male only,Prankster,,Defiant,120,https://pokemondb.net/pokedex/tornadus
Tornadus,Therian Forme,tornadus-therian,641,,,,,,Flying,,79,100,80,110,90,121,Undiscovered,,Male only,Regenerator,,,120,https://pokemondb.net/pokedex/tornadus
Thundurus,Incarnate Forme,thundurus-incarnate,642,,,,,,Electric,Flying,79,115,70,125,80,111,Undiscovered,,Male only,Prankster,,Defiant,120,https://pokemondb.net/pokedex/thundurus
Thundurus,Therian Forme,thundurus-therian,642,,,,,,Electric,Flying,79,105,70,145,80,101,Undiscovered,,Male only,Volt Absorb,,,120,https://pokemondb.net/pokedex/thundurus
Reshiram,,reshiram,643,,,,,,Dragon,Fire,100,120,100,150,120,90,Undiscovered,,Genderless,Turboblaze,,,120,https://pokemondb.net/pokedex/reshiram
Zekrom,,zekrom,644,,,,,,Dragon,Electric,100,150,120,120,100,90,Undiscovered,,Genderless,Teravolt,,,120,https://pokemondb.net/pokedex/zekrom
Landorus,Incarnate Forme,landorus-incarnate,645,,,,,,Ground,Flying,89,125,90,115,80,101,Undiscovered,,Male only,Sand Force,,Sheer Force,120,https://pokemondb.net/pokedex/landorus
Landorus,Therian Forme,landorus-therian,645,,,,,,Ground,Flying,89,145,90,105,80,91,Undiscovered,,Male only,Intimidate,,,120,https://pokemondb.net/pokedex/landorus
Kyurem,,kyurem,646,,,,,,Dragon,Ice,125,130,90,130,90,95,Undiscovered,,Genderless,Pressure,,,120,https://pokemondb.net/pokedex/kyurem
Kyurem,White Kyurem,kyurem-white,646,,,,,,Dragon,Ice,125,120,90,170,100,95,Undiscovered,,Genderless,Turboblaze,,,120,https://pokemondb.net/pokedex/kyurem
Kyurem,Black Kyurem,kyurem-black,646,,,,,,Dragon,Ice,125,170,100,120,90,95,Undiscovered,,Genderless,Teravolt,,,120,https://pokemondb.net/pokedex/kyurem
Keldeo,Ordinary Form,keldeo-ordinary,647,,,,,,Water,Fighting,91,72,90,129,90,108,Undiscovered,,Genderless,Justified,,,80,https://pokemondb.net/pokedex/keldeo
Keldeo,Resolute Form,keldeo-resolute,647,,,,,,Water,Fighting,91,72,90,129,90,108,Undiscovered,,Genderless,Justified,,,80,https://pokemondb.net/pokedex/keldeo
Meloetta,Aria Forme,meloetta-aria,648,,,,,,Normal,Psychic,100,77,77,128,128,90,Undiscovered,,Genderless,Serene Grace,,,120,https://pokemondb.net/pokedex/meloetta
Meloetta,Pirouette Forme,meloetta-pirouette,648,,,,,,Normal,Fighting,100,128,90,77,77,128,Undiscovered,,Genderless,Serene Grace,,,120,https://pokemondb.net/pokedex/meloetta
Genesect,,genesect,649,,,,,,Bug,Steel,71,120,95,120,95,99,Undiscovered,,Genderless,Download,,,120,https://pokemondb.net/pokedex/genesect
Chespin,,chespin,650,,,,,,Grass,,56,61,65,48,45,38,Field,,Male 7:1,Overgrow,,Bulletproof,20,https://pokemondb.net/pokedex/chespin
Quilladin,,quilladin,651,,,,,,Grass,,61,78,95,56,58,57,Field,,Male 7:1,Overgrow,,Bulletproof,20,https://pokemondb.net/pokedex/quilladin
Chesnaught,,chesnaught,652,,,,,,Grass,Fighting,88,107,122,74,75,64,Field,,Male 7:1,Overgrow,,Bulletproof,20,https://pokemondb.net/pokedex/chesnaught
Fennekin,,fennekin,653,,,,,,Fire,,40,45,40,62,60,60,Field,,Male 7:1,Blaze,,Magician,20,https://pokemondb.net/pokedex/fennekin
Braixen,,braixen,654,,,,,,Fire,,59,59,58,90,70,73,Field,,Male 7:1,Blaze,,Magician,20,https://pokemondb.net/pokedex/braixen
Delphox,,delphox,655,,,,,,Fire,Psychic,75,69,72,114,100,104,Field,,Male 7:1,Blaze,,Magician,20,https://pokemondb.net/pokedex/delphox
Froakie,,froakie,656,,,,,,Water,,41,56,40,62,44,71,Water 1,,Male 7:1,Torrent,,Protean,20,https://pokemondb.net/pokedex/froakie
Frogadier,,frogadier,657,,,,,,Water,,54,63,52,83,56,97,Water 1,,Male 7:1,Torrent,,Protean,20,https://pokemondb.net/pokedex/frogadier
Greninja,,greninja,658,,,,,,Water,Dark,72,95,67,103,71,122,Water 1,,Male 7:1,Torrent,,Protean,20,https://pokemondb.net/pokedex/greninja
Bunnelby,,bunnelby,659,48,,,,,Normal,,38,36,38,32,36,57,Field,,Equal,Pickup,Cheek Pouch,Huge Power,15,https://pokemondb.net/pokedex/bunnelby
Diggersby,,diggersby,660,49,,,,,Normal,Ground,85,56,77,50,77,78,Field,,Equal,Pickup,Cheek Pouch,Huge Power,15,https://pokemondb.net/pokedex/diggersby
Fletchling,,fletchling,661,,22,,19,,Normal,Flying,45,50,43,40,38,62,Flying,,Equal,Big Pecks,,Gale Wings,15,https://pokemondb.net/pokedex/fletchling
Fletchinder,,fletchinder,662,,23,,20,,Fire,Flying,62,73,55,56,52,84,Flying,,Equal,Flame Body,,Gale Wings,15,https://pokemondb.net/pokedex/fletchinder
Talonflame,,talonflame,663,,24,,21,,Fire,Flying,78,81,71,74,69,126,Flying,,Equal,Flame Body,,Gale Wings,15,https://pokemondb.net/pokedex/talonflame
Scatterbug,,scatterbug,664,,,,35,,Bug,,38,35,40,27,25,35,Bug,,Equal,Shield Dust,Compound Eyes,Friend Guard,15,https://pokemondb.net/pokedex/scatterbug
Spewpa,,spewpa,665,,,,36,,Bug,,45,22,60,27,30,29,Bug,,Equal,Shed Skin,,Friend Guard,15,https://pokemondb.net/pokedex/spewpa
Vivillon,,vivillon,666,,,,37,,Bug,Flying,80,52,50,90,50,89,Bug,,Equal,Shield Dust,Compound Eyes,Friend Guard,15,https://pokemondb.net/pokedex/vivillon
Litleo,,litleo,667,,,,224,,Fire,Normal,62,50,58,73,54,72,Field,,Female 7:1,Rivalry,Unnerve,Moxie,20,https://pokemondb.net/pokedex/litleo
Pyroar,,pyroar,668,,,,225,,Fire,Normal,86,68,72,109,66,106,Field,,Female 7:1,Rivalry,Unnerve,Moxie,20,https://pokemondb.net/pokedex/pyroar
Flabébé,,flabebe,669,,,,145,,Fairy,,44,38,39,61,79,42,Fairy,,Female only,Flower Veil,,Symbiosis,20,https://pokemondb.net/pokedex/flabebe
Floette,,floette,670,,,,146,,Fairy,,54,45,47,75,98,52,Fairy,,Female only,Flower Veil,,Symbiosis,20,https://pokemondb.net/pokedex/floette
Florges,,florges,671,,,,147,,Fairy,,78,65,68,112,154,75,Fairy,,Female only,Flower Veil,,Symbiosis,20,https://pokemondb.net/pokedex/florges
Skiddo,,skiddo,672,,,,221,,Grass,,66,65,48,62,57,52,Field,,Equal,Sap Sipper,,Grass Pelt,20,https://pokemondb.net/pokedex/skiddo
Gogoat,,gogoat,673,,,,222,,Grass,,123,100,62,97,81,68,Field,,Equal,Sap Sipper,,Grass Pelt,20,https://pokemondb.net/pokedex/gogoat
Pancham,,pancham,674,111,,,,,Fighting,,67,82,62,46,48,43,Field,Human-Like,Equal,Iron Fist,Mold Breaker,Scrappy,25,https://pokemondb.net/pokedex/pancham
Pangoro,,pangoro,675,112,,,,,Fighting,Dark,95,124,78,69,71,58,Field,Human-Like,Equal,Iron Fist,Mold Breaker,Scrappy,25,https://pokemondb.net/pokedex/pangoro
Furfrou,,furfrou,676,,,,,,Normal,,75,80,60,65,90,102,Field,,Equal,Fur Coat,,,20,https://pokemondb.net/pokedex/furfrou
Espurr,,espurr,677,208,,,,,Psychic,,62,48,54,63,60,68,Field,,Equal,Keen Eye,Infiltrator,Own Tempo,20,https://pokemondb.net/pokedex/espurr
Meowstic,Male,meowstic-male,678,209,,,,,Psychic,,74,48,76,83,81,104,Field,,Male only,Keen Eye,Infiltrator,Prankster,20,https://pokemondb.net/pokedex/meowstic
Meowstic,Female,meowstic-female,678,209,,,,,Psychic,,74,48,76,83,81,104,Field,,Male only,Keen Eye,Infiltrator,Competitive,20,https://pokemondb.net/pokedex/meowstic
Honedge,,honedge,679,330,,,,,Steel,Ghost,45,80,100,35,37,28,Mineral,,Equal,No Guard,,,20,https://pokemondb.net/pokedex/honedge
Doublade,,doublade,680,331,,,,,Steel,Ghost,59,110,150,45,49,35,Mineral,,Equal,No Guard,,,20,https://pokemondb.net/pokedex/doublade
Aegislash,Shield Forme,aegislash-shield,681,332,,,,,Steel,Ghost,60,50,140,50,140,60,Mineral,,Equal,Stance Change,,,20,https://pokemondb.net/pokedex/aegislash
Aegislash,Blade Forme,aegislash-blade,681,332,,,,,Steel,Ghost,60,140,50,140,50,60,Mineral,,Equal,Stance Change,,,20,https://pokemondb.net/pokedex/aegislash
Spritzee,,spritzee,682,212,,,,,Fairy,,78,52,60,63,65,23,Fairy,,Equal,Healer,,Aroma Veil,20,https://pokemondb.net/pokedex/spritzee
Aromatisse,,aromatisse,683,213,,,,,Fairy,,101,72,72,99,89,29,Fairy,,Equal,Healer,,Aroma Veil,20,https://pokemondb.net/pokedex/aromatisse
Swirlix,,swirlix,684,210,,,,,Fairy,,62,48,66,59,57,49,Fairy,,Equal,Sweet Veil,,Unburden,20,https://pokemondb.net/pokedex/swirlix
Slurpuff,,slurpuff,685,211,,,,,Fairy,,82,80,86,85,75,72,Fairy,,Equal,Sweet Veil,,Unburden,20,https://pokemondb.net/pokedex/slurpuff
Inkay,,inkay,686,290,108,,,,Dark,Psychic,53,54,53,37,46,45,Water 1,Water 2,Equal,Contrary,Suction Cups,Infiltrator,20,https://pokemondb.net/pokedex/inkay
Malamar,,malamar,687,291,109,,,,Dark,Psychic,86,92,88,68,75,73,Water 1,Water 2,Equal,Contrary,Suction Cups,Infiltrator,20,https://pokemondb.net/pokedex/malamar
Binacle,,binacle,688,234,,,,,Rock,Water,42,52,67,39,56,50,Water 3,,Equal,Sniper,Tough Claws,Pickpocket,20,https://pokemondb.net/pokedex/binacle
Barbaracle,,barbaracle,689,235,,,,,Rock,Water,72,105,115,54,86,68,Water 3,,Equal,Sniper,Tough Claws,Pickpocket,20,https://pokemondb.net/pokedex/barbaracle
Skrelp,,skrelp,690,,194,,337,,Poison,Water,50,60,60,60,60,30,Dragon,Water 1,Equal,Poison Point,Poison Touch,Adaptability,20,https://pokemondb.net/pokedex/skrelp
Dragalge,,dragalge,691,,195,,338,,Poison,Dragon,65,75,90,97,123,44,Dragon,Water 1,Equal,Poison Point,Poison Touch,Adaptability,20,https://pokemondb.net/pokedex/dragalge
Clauncher,,clauncher,692,,196,,339,,Water,,50,53,62,58,63,44,Water 1,Water 3,Equal,Mega Launcher,,,15,https://pokemondb.net/pokedex/clauncher
Clawitzer,,clawitzer,693,,197,,340,,Water,,71,73,88,120,89,59,Water 1,Water 3,Equal,Mega Launcher,,,15,https://pokemondb.net/pokedex/clawitzer
Helioptile,,helioptile,694,318,,,,,Electric,Normal,44,38,33,61,43,70,Dragon,Monster,Equal,Dry Skin,Sand Veil,Solar Power,20,https://pokemondb.net/pokedex/helioptile
Heliolisk,,heliolisk,695,319,,,,,Electric,Normal,62,55,52,109,94,109,Dragon,Monster,Equal,Dry Skin,Sand Veil,Solar Power,20,https://pokemondb.net/pokedex/heliolisk
Tyrunt,,tyrunt,696,,,83,,,Rock,Dragon,58,89,77,45,45,48,Dragon,Monster,Male 7:1,Strong Jaw,,Sturdy,30,https://pokemondb.net/pokedex/tyrunt
Tyrantrum,,tyrantrum,697,,,84,,,Rock,Dragon,82,121,119,69,59,71,Dragon,Monster,Male 7:1,Strong Jaw,,Rock Head,30,https://pokemondb.net/pokedex/tyrantrum
Amaura,,amaura,698,,,85,,,Rock,Ice,77,59,50,67,63,46,Monster,,Male 7:1,Refrigerate,,Snow Warning,30,https://pokemondb.net/pokedex/amaura
Aurorus,,aurorus,699,,,86,,,Rock,Ice,123,77,72,99,92,58,Monster,,Male 7:1,Refrigerate,,Snow Warning,30,https://pokemondb.net/pokedex/aurorus
Sylveon,,sylveon,700,204,,82,187,,Fairy,,95,65,65,110,130,60,Field,,Male 7:1,Cute Charm,,Pixilate,35,https://pokemondb.net/pokedex/sylveon
